"単語","品詞","品詞細分類1","品詞細分類2","品詞細分類3","活用型","活用形","基本形","読み","発音","長さ","行番号","行内順序","評価"
"。",""記号","句点","*","*","*","*","。","。","。"","1","104","14","99.0"
"淡麗",""名詞","固有名詞","一般","*","*","*","淡麗","タンレイ","タンレイ"","2","104","15","99.0"
"無印",""名詞","一般","*","*","*","*","無印","ムジルシ","ムジルシ"","2","104","16","99.0"
"は",""助詞","係助詞","*","*","*","*","は","ハ","ワ"","1","104","17","99.0"
"好き",""名詞","形容動詞語幹","*","*","*","*","好き","スキ","スキ"","2","104","18","99.0"
"で",""助動詞","*","*","*","特殊・ダ","連用形","だ","デ","デ"","1","104","19","99.0"
"よく",""形容詞","自立","*","*","形容詞・アウオ段","連用テ接続","よい","ヨク","ヨク"","2","104","20","99.0"
"飲ん",""動詞","自立","*","*","五段・マ行","連用タ接続","飲む","ノン","ノン"","2","104","21","99.0"
"で",""動詞","非自立","*","*","一段","連用形","でる","デ","デ"","1","104","22","99.0"
"た",""助動詞","*","*","*","特殊・タ","基本形","た","タ","タ"","1","104","23","99.0"
"けど",""助詞","接続助詞","*","*","*","*","けど","ケド","ケド"","2","104","24","99.0"
"ＧＬ","名詞","未知語","*","*","*","*","ＧＬ","*","*","2","104","25","99.0"
"は",""助詞","係助詞","*","*","*","*","は","ハ","ワ"","1","104","26","99.0"
"初めて",""副詞","一般","*","*","*","*","初めて","ハジメテ","ハジメテ"","3","104","27","99.0"
"買っ",""動詞","自立","*","*","五段・ワ行促音便","連用タ接続","買う","カッ","カッ"","2","104","28","99.0"
"た",""助動詞","*","*","*","特殊・タ","基本形","た","タ","タ"","1","104","29","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","104","30","99.0"
"ガチ","名詞","未知語","*","*","*","*","ガチ","*","*","2","104","31","99.0"
"の",""助詞","連体化","*","*","*","*","の","ノ","ノ"","1","104","32","99.0"
"ビール",""名詞","一般","*","*","*","*","ビール","ビール","ビール"","3","104","33","99.0"
"好き",""名詞","接尾","形容動詞語幹","*","*","*","好き","スキ","スキ"","2","104","34","99.0"
"に",""助詞","格助詞","一般","*","*","*","に","ニ","ニ"","1","104","35","99.0"
"は",""助詞","係助詞","*","*","*","*","は","ハ","ワ"","1","104","36","99.0"
"物足りない",""形容詞","自立","*","*","形容詞・アウオ段","基本形","物足りない","モノタリナイ","モノタリナイ"","5","104","37","99.0"
"ん",""名詞","非自立","一般","*","*","*","ん","ン","ン"","1","104","38","99.0"
"だろ",""助動詞","*","*","*","特殊・ダ","未然形","だ","ダロ","ダロ"","2","104","39","99.0"
"う",""助動詞","*","*","*","不変化型","基本形","う","ウ","ウ"","1","104","40","99.0"
"けど",""助詞","接続助詞","*","*","*","*","けど","ケド","ケド"","2","104","41","99.0"
"、",""記号","読点","*","*","*","*","、","、","、"","1","104","42","99.0"
"アテ",""名詞","一般","*","*","*","*","アテ","アテ","アテ"","2","104","43","99.0"
"が",""助詞","格助詞","一般","*","*","*","が","ガ","ガ"","1","104","44","99.0"
"ある",""動詞","自立","*","*","五段・ラ行","基本形","ある","アル","アル"","2","104","45","99.0"
"なら",""助動詞","*","*","*","特殊・ダ","仮定形","だ","ナラ","ナラ"","2","104","46","99.0"
"全然",""副詞","助詞類接続","*","*","*","*","全然","ゼンゼン","ゼンゼン"","2","104","47","99.0"
"うま",""名詞","固有名詞","人名","姓","*","*","うま","ウマ","ウマ"","2","104","48","99.0"
"いっ",""動詞","自立","*","*","五段・ワ行促音便","連用タ接続","いう","イッ","イッ"","2","104","49","99.0"
"…",""記号","一般","*","*","*","*","…","…","…"","1","104","50","99.0"
"！","名詞","未知語","*","*","*","*","！","*","*","1","104","51","99.0"
"溢れ",""動詞","自立","*","*","一段","連用形","溢れる","アフレ","アフレ"","2","104","52","99.0"
"出る",""動詞","自立","*","*","一段","基本形","出る","デル","デル"","2","104","53","99.0"
"満足",""名詞","サ変接続","*","*","*","*","満足","マンゾク","マンゾク"","2","104","54","99.0"
"感",""名詞","接尾","一般","*","*","*","感","カン","カン"","1","104","55","99.0"
"…",""記号","一般","*","*","*","*","…","…","…"","1","104","56","99.0"
"っ",""動詞","非自立","*","*","五段・カ行促音便","連用タ接続","く","ッ","ッ"","1","104","57","99.0"
"！","名詞","未知語","*","*","*","*","！","*","*","1","104","58","99.0"
"しかし",""接続詞","*","*","*","*","*","しかし","シカシ","シカシ"","3","104","59","99.0"
"リアル",""名詞","形容動詞語幹","*","*","*","*","リアル","リアル","リアル"","3","104","60","99.0"
"に",""助詞","副詞化","*","*","*","*","に","ニ","ニ"","1","104","61","99.0"
"週末",""名詞","副詞可能","*","*","*","*","週末","シュウマツ","シューマツ"","2","104","62","99.0"
"は",""助詞","係助詞","*","*","*","*","は","ハ","ワ"","1","104","63","99.0"
"塩",""名詞","一般","*","*","*","*","塩","シオ","シオ"","1","104","64","99.0"
"を",""助詞","格助詞","一般","*","*","*","を","ヲ","ヲ"","1","104","65","99.0"
"舐める",""動詞","自立","*","*","一段","基本形","舐める","ナメル","ナメル"","3","104","66","99.0"
"生活",""名詞","サ変接続","*","*","*","*","生活","セイカツ","セイカツ"","2","104","67","99.0"
"ペース",""名詞","一般","*","*","*","*","ペース","ペース","ペース"","3","104","68","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","104","69","99.0"
"せめて",""副詞","一般","*","*","*","*","せめて","セメテ","セメテ"","3","104","70","99.0"
"朝",""名詞","副詞可能","*","*","*","*","朝","アサ","アサ"","1","104","71","99.0"
"は",""助詞","係助詞","*","*","*","*","は","ハ","ワ"","1","104","72","99.0"
"ポテチ","名詞","未知語","*","*","*","*","ポテチ","*","*","3","104","73","99.0"
"ふりかけ",""動詞","自立","*","*","一段","連用形","ふりかける","フリカケ","フリカケ"","4","104","74","99.0"
"ごはん",""名詞","一般","*","*","*","*","ごはん","ゴハン","ゴハン"","3","104","75","99.0"
"に",""助詞","格助詞","一般","*","*","*","に","ニ","ニ"","1","104","76","99.0"
"する",""動詞","自立","*","*","サ変・スル","基本形","する","スル","スル"","2","104","77","99.0"
"か",""助詞","副助詞／並立助詞／終助詞","*","*","*","*","か","カ","カ"","1","104","78","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","104","79","99.0"
"ＴＥＮＧＡ","名詞","未知語","*","*","*","*","ＴＥＮＧＡ","*","*","5","105","1","99.0"
"と",""助詞","並立助詞","*","*","*","*","と","ト","ト"","1","105","2","99.0"
"黒",""名詞","一般","*","*","*","*","黒","クロ","クロ"","1","105","3","99.0"
"霧島",""名詞","固有名詞","地域","一般","*","*","霧島","キリシマ","キリシマ"","2","105","4","99.0"
"と",""助詞","並立助詞","*","*","*","*","と","ト","ト"","1","105","5","99.0"
"グリーン",""名詞","一般","*","*","*","*","グリーン","グリーン","グリーン"","4","105","6","99.0"
"ラベル",""名詞","一般","*","*","*","*","ラベル","ラベル","ラベル"","3","105","7","99.0"
"が",""助詞","格助詞","一般","*","*","*","が","ガ","ガ"","1","105","8","99.0"
"大好き",""名詞","形容動詞語幹","*","*","*","*","大好き","ダイスキ","ダイスキ"","3","105","9","99.0"
"な",""助動詞","*","*","*","特殊・ダ","体言接続","だ","ナ","ナ"","1","105","10","99.0"
"健康",""名詞","形容動詞語幹","*","*","*","*","健康","ケンコウ","ケンコー"","2","105","11","99.0"
"志向",""名詞","サ変接続","*","*","*","*","志向","シコウ","シコー"","2","105","12","99.0"
"の",""助詞","連体化","*","*","*","*","の","ノ","ノ"","1","105","13","99.0"
"自称",""名詞","サ変接続","*","*","*","*","自称","ジショウ","ジショー"","2","105","14","99.0"
"身長",""名詞","一般","*","*","*","*","身長","シンチョウ","シンチョー"","2","105","15","99.0"
"１８９ｃｍ","名詞","未知語","*","*","*","*","１８９ｃｍ","*","*","5","105","16","99.0"
"純粋",""名詞","形容動詞語幹","*","*","*","*","純粋","ジュンスイ","ジュンスイ"","2","105","17","99.0"
"健全",""名詞","形容動詞語幹","*","*","*","*","健全","ケンゼン","ケンゼン"","2","105","18","99.0"
"イケメン","名詞","未知語","*","*","*","*","イケメン","*","*","4","105","19","99.0"
"ぴゅあ",""名詞","固有名詞","一般","*","*","*","ぴゅあ","ピュア","ピュア"","3","105","20","99.0"
"ホモ",""名詞","一般","*","*","*","*","ホモ","ホモ","ホモ"","2","105","21","99.0"
"ぱ","名詞","未知語","*","*","*","*","ぱ","*","*","1","105","22","99.0"
"ん",""名詞","非自立","一般","*","*","*","ん","ン","ン"","1","105","23","99.0"
"つ",""動詞","自立","*","*","五段・ラ行","体言接続特殊2","つる","ツ","ツ"","1","105","24","99.0"
"大好き",""名詞","形容動詞語幹","*","*","*","*","大好き","ダイスキ","ダイスキ"","3","105","25","99.0"
"つる",""名詞","一般","*","*","*","*","つる","ツル","ツル"","2","105","26","99.0"
"ぺ","名詞","未知語","*","*","*","*","ぺ","*","*","1","105","27","99.0"
"た",""助動詞","*","*","*","特殊・タ","基本形","た","タ","タ"","1","105","28","99.0"
"ロリコン",""名詞","一般","*","*","*","*","ロリコン","ロリコン","ロリコン"","4","105","29","99.0"
"幼女",""名詞","一般","*","*","*","*","幼女","ヨウジョ","ヨージョ"","2","105","30","99.0"
"（４","名詞","未知語","*","*","*","*","（４","*","*","2","105","31","99.0"
"才",""名詞","一般","*","*","*","*","才","サイ","サイ"","1","105","32","99.0"
"）","名詞","未知語","*","*","*","*","）","*","*","1","105","33","99.0"
"完璧",""名詞","形容動詞語幹","*","*","*","*","完璧","カンペキ","カンペキ"","2","105","34","99.0"
"だ",""助動詞","*","*","*","特殊・ダ","基本形","だ","ダ","ダ"","1","105","35","99.0"
"な",""感動詞","*","*","*","*","*","な","ナ","ナ"","1","105","36","99.0"
"！","名詞","未知語","*","*","*","*","！","*","*","1","105","37","99.0"
"！","名詞","未知語","*","*","*","*","！","*","*","1","105","38","99.0"
"人間ドック",""名詞","一般","*","*","*","*","人間ドック","ニンゲンドック","ニンゲンドック"","5","106","1","99.0"
"も",""助詞","係助詞","*","*","*","*","も","モ","モ"","1","106","2","99.0"
"終わり",""動詞","自立","*","*","五段・ラ行","連用形","終わる","オワリ","オワリ"","3","106","3","99.0"
"、",""記号","読点","*","*","*","*","、","、","、"","1","106","4","99.0"
"今日",""名詞","副詞可能","*","*","*","*","今日","キョウ","キョー"","2","106","5","99.0"
"は",""助詞","係助詞","*","*","*","*","は","ハ","ワ"","1","106","6","99.0"
"淡麗",""名詞","固有名詞","一般","*","*","*","淡麗","タンレイ","タンレイ"","2","106","7","99.0"
"グリーン",""名詞","一般","*","*","*","*","グリーン","グリーン","グリーン"","4","106","8","99.0"
"ラベル",""名詞","一般","*","*","*","*","ラベル","ラベル","ラベル"","3","106","9","99.0"
"で",""助詞","格助詞","一般","*","*","*","で","デ","デ"","1","106","10","99.0"
"乾杯",""名詞","サ変接続","*","*","*","*","乾杯","カンパイ","カンパイ"","2","106","11","99.0"
"し",""動詞","自立","*","*","サ変・スル","連用形","する","シ","シ"","1","106","12","99.0"
"た",""助動詞","*","*","*","特殊・タ","基本形","た","タ","タ"","1","106","13","99.0"
"訳",""名詞","非自立","一般","*","*","*","訳","ワケ","ワケ"","1","106","14","99.0"
"だ",""助動詞","*","*","*","特殊・ダ","基本形","だ","ダ","ダ"","1","106","15","99.0"
"が",""助詞","接続助詞","*","*","*","*","が","ガ","ガ"","1","106","16","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","106","17","99.0"
"バリウム",""名詞","一般","*","*","*","*","バリウム","バリウム","バリューム"","4","106","18","99.0"
"は",""助詞","係助詞","*","*","*","*","は","ハ","ワ"","1","106","19","99.0"
"アルコール",""名詞","一般","*","*","*","*","アルコール","アルコール","アルコール"","5","106","20","99.0"
"と",""助詞","格助詞","一般","*","*","*","と","ト","ト"","1","106","21","99.0"
"反応",""名詞","サ変接続","*","*","*","*","反応","ハンノウ","ハンノー"","2","106","22","99.0"
"し",""動詞","自立","*","*","サ変・スル","連用形","する","シ","シ"","1","106","23","99.0"
"て",""助詞","接続助詞","*","*","*","*","て","テ","テ"","1","106","24","99.0"
"固まる",""動詞","自立","*","*","五段・ラ行","基本形","固まる","カタマル","カタマル"","3","106","25","99.0"
"という",""助詞","格助詞","連語","*","*","*","という","トイウ","トユウ"","3","106","26","99.0"
"情報",""名詞","一般","*","*","*","*","情報","ジョウホウ","ジョーホー"","2","106","27","99.0"
"を",""助詞","格助詞","一般","*","*","*","を","ヲ","ヲ"","1","106","28","99.0"
"今",""名詞","副詞可能","*","*","*","*","今","イマ","イマ"","1","106","29","99.0"
"知っ",""動詞","自立","*","*","五段・ラ行","連用タ接続","知る","シッ","シッ"","2","106","30","99.0"
"た",""助動詞","*","*","*","特殊・タ","基本形","た","タ","タ"","1","106","31","99.0"
"件",""名詞","一般","*","*","*","*","件","ケン","ケン"","1","106","32","99.0"
"。",""記号","句点","*","*","*","*","。","。","。"","1","106","33","99.0"
"グリーン",""名詞","一般","*","*","*","*","グリーン","グリーン","グリーン"","4","107","1","99.0"
"ラベル",""名詞","一般","*","*","*","*","ラベル","ラベル","ラベル"","3","107","2","99.0"
"の",""助詞","連体化","*","*","*","*","の","ノ","ノ"","1","107","3","99.0"
"グラス",""名詞","一般","*","*","*","*","グラス","グラス","グラス"","3","107","4","99.0"
"で",""助詞","格助詞","一般","*","*","*","で","デ","デ"","1","107","5","99.0"
"ラム",""名詞","一般","*","*","*","*","ラム","ラム","ラム"","2","107","6","99.0"
"飲み",""動詞","自立","*","*","五段・マ行","連用形","飲む","ノミ","ノミ"","2","107","7","99.0"
"ながら",""助詞","接続助詞","*","*","*","*","ながら","ナガラ","ナガラ"","3","107","8","99.0"
"ウルトラトレジャー","名詞","未知語","*","*","*","*","ウルトラトレジャー","*","*","9","107","9","99.0"
"に",""助詞","格助詞","一般","*","*","*","に","ニ","ニ"","1","107","10","99.0"
